Р;2000167;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Коленкоровый переплет. Пять полутомов.;8000;
Р;2000288;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Том 3;12000;
Р;2000289;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Том 2;12000;
Р;2000290;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Том 3;20000;
Р;2000291;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Том 2;20000;
Р;2000301;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;В 1-ой и 2-ой частях нет иллюстраций;100000;
Р;2000303;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Большая редкость.Экз. в издательской обложке.;25000;
Р;2000306;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;В издательском переплете. Формат 8;18000;
Р;2000321;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;нет;60;
Р;2000338;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Часть 2.;10000;
Р;2000357;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;нет;1000;
Р;2000444;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Современный кожаный переплёт.;25000;
Р;2000445;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;Современный кожаный переплет.;36000;
Р;2000453;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;4 тома в одном переплете. Современный кожаный переплет.;36000;
Р;2000459;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;нет;10000;
Р;2000460;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;тираж 350 экз.;25000;
Р;2000461;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;перевод с немецкого.;6500;
Р;2000466;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;нет;7500;
Р;2000467;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;нет;8000;
Р;2000507;нет;Россия.;Рукописная.Праздники. 2 половина 19 века.;19;нет;5000;
